0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,8
1,0
1,5
3,5
5,5
6,5
7,3
521,3
1071,7
1245,2
1387,2
1575,5
1789,3
2009,2
2198,0
2361,2
2541,5
2713,2
2872,2
3040,2
3180,2
3341,6
3509,5
3665,2
3819,8
3958,5
4104,2
4293,0
4441,2
4578,5
4745,5
4909,5
5059,2
5224,8
5460,2
5706,2
5872,0
6029,8
6256,5
6406,8
6552,2
6745,5
6934,9
7097,0
7270,0
7429,8
7591,5
7754,5
7905,2
8079,2
8237,0
8392,5
8589,8
8739,4
8907,2
9066,0
9269,8
9458,8
9602,5
9756,9
9897,8
10082,0
10267,9
10555,5
10754,5
11056,2
11443,0
611,0
590,5
583,0
582,2
578,7
567,7
565,0
563,7
563,5
561,7
557,2
556,7
551,7
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,2
551,0
551,0
551,0
551,0
551,0
551,0
551,0
