735,0
735,0
735,8
736,6
736,2
738,4
739,4
852,9
1004,0
1172,4
1533,2
1632,8
1774,8
1896,6
2049,0
2199,8
2355,9
2512,9
2667,5
2834,1
2965,7
3134,5
3260,8
3418,0
3575,0
3731,9
3889,4
4046,9
4204,2
4360,9
4518,0
4675,5
4832,5
4989,2
5144,9
5300,1
5455,5
5612,4
5769,4
5926,9
6083,7
6240,5
6397,9
6555,4
6712,7
6869,7
7026,7
7183,7
7341,9
7499,2
7656,4
7812,9
7968,7
8126,0
8283,7
8440,0
8595,5
8752,3
8909,4
9065,5
9222,1
9377,2
9534,3
9690,8
9847,3
10002,9
10159,4
10316,2
10472,8
10627,3
10787,7
10934,1
11086,2
11237,2
11392,7
11583,5
11587,6
11588,6
11596,2
11587,0
11596,1
11596,3
11588,2
11599,9
11591,4
11587,3
11583,2
11579,0
11587,8
11580,3
11595,3
11595,8
11583,9
11598,5
11606,8
11599,4
11602,8
11605,0
11604,0
11599,3
11597,8
11597,9
11600,7
11578,9
11578,3
11590,6
11588,5
11581,3
11590,6
11591,6
11584,8
11586,2
11607,3
11608,7
11609,5
11608,4
11610,0
11607,5
11616,4
11618,9
11612,3
11614,0
11617,8
11617,6
11603,5
11598,6
11598,9
11607,9
11607,2
11610,7
11592,8
11588,7
11585,8
11586,8
11643,0
214,8
215,4
218,5
221,8
227,8
232,6
238,7
242,8
243,7
246,4
251,0
253,6
255,0
257,1
257,4
257,7
257,8
257,7
257,5
257,5
257,5
2730,8
2729,3
2713,3
2713,2
2713,4
2701,3
2698,8
2711,7
2699,8
2697,8
2696,7
2701,2
2697,3
