11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11442,7
11442,2
11442,0
11441,5
11439,5
11437,5
11436,5
11435,7
10921,7
10371,3
10197,7
10055,7
9867,5
9653,7
9433,7
9245,0
9081,7
8901,5
8729,7
8570,7
8402,7
8262,7
8101,4
7933,5
7777,7
7623,2
7484,5
7338,7
7150,0
7001,7
6864,5
6697,5
6533,5
6383,7
6218,2
5982,7
5736,7
5571,0
5413,2
5186,5
5036,2
4890,7
4697,5
4508,1
4346,0
4173,0
4013,2
3851,5
3688,5
3537,7
3363,7
3206,0
3050,5
2853,2
2703,6
2535,7
2377,0
2173,2
1984,2
1840,5
1686,1
1545,2
1361,0
1175,1
887,5
688,5
386,7
0,0
10832,0
10852,5
10860,0
10860,8
10864,3
10875,3
10878,0
10879,3
10879,5
10881,3
10885,8
10886,3
10891,3
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10891,8
10892,0
10892,0
10892,0
10892,0
10892,0
10892,0
10892,0
