10003,1
10003,1
10001,3
10000,8
10001,1
9999,6
9998,3
9875,8
9729,3
9555,7
9183,2
9093,4
8942,4
8841,2
8695,6
8545,1
8388,9
8232,2
8077,6
7908,7
7713,3
7461,6
7163,9
7006,7
6849,7
6692,7
6535,2
6377,7
6220,4
6063,6
5906,6
5749,1
5592,1
5435,4
5279,7
5124,4
4969,1
4812,0
4655,0
4497,5
4340,8
4184,0
4026,5
3869,0
3711,8
3554,7
3397,7
3240,7
3082,5
2925,2
2768,0
2611,5
2455,7
2298,4
2140,7
1984,4
1828,9
1672,1
1514,9
1358,8
1202,3
1047,2
890,0
733,5
577,0
421,5
264,9
154,3
142,2
142,8
143,8
144,6
145,3
146,4
144,6
159,3
142,9
146,0
140,9
145,2
137,9
138,7
144,7
133,8
134,0
141,2
145,5
149,4
142,2
147,6
141,4
141,6
152,8
138,9
132,7
141,7
139,1
137,9
139,1
140,9
142,8
141,7
130,9
143,5
144,8
137,4
137,8
143,0
132,8
136,4
141,0
142,9
122,4
122,4
123,5
125,7
125,8
130,9
123,3
120,8
125,8
124,5
120,1
120,2
125,5
121,4
124,3
119,0
123,8
120,7
138,9
140,9
145,6
149,2
122,4
11495,2
11470,9
11458,1
11454,4
11442,9
11429,6
11413,3
11406,7
11405,4
11400,3
11389,7
11382,1
11379,1
11376,4
11376,1
11376,0
11376,5
11376,5
11376,7
11376,8
11376,8
6384,2
6385,7
6401,7
6401,7
6401,4
6416,5
6414,8
6402,9
6415,5
6418,6
6418,5
6414,9
6418,8
