894,2
927,6
942,1
946,7
947,3
1175,1
1501,1
1794,6
1938,3
2266,4
2592,4
2916,8
3241,1
3961,3
4288,6
4913,7
5212,1
5465,6
5769,1
6018,7
6328,5
6659,6
6990,2
7320,4
7649,9
7980,6
8311,4
8640,8
8970,9
9300,9
9632,1
9955,1
10278,4
10603,9
10917,0
11601,9
6675,1
6841,3
7008,1
7186,2
7361,8
7539,5
7715,8
7903,8
8085,6
8240,9
8397,5
8553,4
8712,5
8871,2
9030,6
9087,3
9238,9
9401,6
9564,0
9726,9
9889,5
10051,2
10214,4
10376,6
10539,0
10701,7
10864,9
11027,2
11189,9
11346,6
11418,7
11516,9
11620,4
11585,7
11624,8
222,9
224,3
224,7
225,8
226,0
231,2
237,7
242,3
244,3
246,3
246,8
249,4
252,8
262,3
265,1
263,5
263,1
262,9
262,9
