11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11443,0
11442,7
11442,5
11441,0
11438,7
11435,7
5344,7
5497,7
5514,7
5530,9
5539,7
5541,2
5552,2
5552,2
5552,2
5552,2
5552,2
5552,2
5552,4
5552,7
5552,7
5552,7
5554,4
5554,4
5554,4
5554,4
5554,4
5554,4
5554,4
5554,4
5554,7
5554,7
5554,7
5554,7
5554,7
5554,7
5541,5
5509,6
5434,1
5240,7
3305,9
910,5
10885,0
10885,0
10885,0
10888,0
10889,0
10892,0
10893,0
10893,8
10894,8
10895,8
10897,5
10899,8
10900,5
10902,8
10904,0
10904,8
10904,8
10904,8
10904,8
